....................
KOD,SIMPLE_NAM
020110,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ"
02011000,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ"
0201100001,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ, В ПОРЯДКЕ, УКАЗАН. В ДОП.ПРИМЕЧ. 3 ТАМОЖЕННОГО СОЮЗА К ГРУППЕ 02, КРОМЕ ВКЛЮЧ.В ПОДСУБПОЗ. 0201 10 000 2 ИЛИ 0201 10 000 3"
0201100002,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ, ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0201100003,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ, ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
0201100008,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ, ПРОЧИЕ"
0201100009,"МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ: ТУШИ И ПОЛУТУШИ, ПРОЧИЕ"
020120,"ПРОЧИЕ ОТРУБА КРУПНОГО РОГАТОГО СКОТА НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ  ОХЛАЖДЕННЫЕ"
02012020,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0201202001,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ КРУПНОГО РОГ.СКОТА, НЕОБВАЛ.СВЕЖИЕ ИЛИ ОХЛАЖД.,В ПОРЯДКЕ, УКАЗАН. В ДОП.ПРИМЕЧ. 3 ТАМОЖЕННОГО СОЮЗА К ГРУППЕ 02, КРОМЕ ВКЛЮЧ.В ПОДСУБПОЗ. 0201 20 000 2 ИЛИ 0201 20 000 3"
0201202002,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ КРУПНОГО РОГ.СКОТА, НЕОБВАЛ.СВЕЖИЕ ИЛИ ОХЛАЖД., ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0201202003,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ КРУПНОГО РОГ.СКОТА, НЕОБВАЛ.СВЕЖИЕ ИЛИ ОХЛАЖД., ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
0201202008,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ КРУПНОГО РОГ.СКОТА, НЕОБВАЛ.СВЕЖИЕ ИЛИ ОХЛАЖД., ПРОЧИЕ"
0201202009,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ СВЕЖ Е ИЛИ ОХЛАЖДЕННЫЕ,ПРОЧИЕ"
02012030,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА,НЕОБВАЛЕННЫЕ  СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0201203001,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ПЕРЕДНИЕ ЧЕТВЕРТ.КРУПНОГО РОГ.СКОТА,НЕОБВАЛ. СВЕЖИЕ ИЛИ ОХЛАЖД.,В ПОРЯДКЕ, УКАЗАН. В ДОП.ПРИМЕЧ. 3 ТАМОЖ.СОЮЗА К ГРУППЕ 02, КР.ВКЛЮЧ.В ПОДСУБПОЗ. 0201203002 ИЛИ 0201203003"
0201203002,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ПЕРЕДНИЕ ЧЕТВЕРТ.КРУПНОГО РОГ.СКОТА,НЕОБВАЛ. СВЕЖИЕ ИЛИ ОХЛАЖД., ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0201203003,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ПЕРЕДНИЕ ЧЕТВЕРТ.КРУПНОГО РОГ.СКОТА,НЕОБВАЛ. СВЕЖИЕ ИЛИ ОХЛАЖД., ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
0201203008,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ПЕРЕДНИЕ ЧЕТВЕРТ.КРУПНОГО РОГ.СКОТА,НЕОБВАЛ. СВЕЖИЕ ИЛИ ОХЛАЖД., ПРОЧИЕ"
0201203009,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА,НЕОБВАЛЕННЫЕ  СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ,ПРОЧИЕ"
02012050,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ЗАДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ"
0201205001,"НЕРАЗДЕЛЕН.ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТ.КРУПН.РОГАТОГО СКОТА, НЕОБВАЛ., СВЕЖИЕ ИЛИ ОХЛАЖД.,В ПОРЯДКЕ, УКАЗАН. В ДОП.ПРИМЕЧ. 3 ТАМОЖ.СОЮЗА К ГРУППЕ 02, КР.ВКЛЮЧ.В ПОДСУБПОЗ. 0201205002 ИЛИ 0201205003"
0201205002,"НЕРАЗДЕЛЕН.ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТ.КРУПН.РОГАТОГО СКОТА, НЕОБВАЛ., СВЕЖИЕ ИЛИ ОХЛАЖД., ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0201205003,"НЕРАЗДЕЛЕН.ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТ.КРУПН.РОГАТОГО СКОТА, НЕОБВАЛ., СВЕЖИЕ ИЛИ ОХЛАЖД., ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
0201205008,"НЕРАЗДЕЛЕН.ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТ.КРУПН.РОГАТОГО СКОТА, НЕОБВАЛ., СВЕЖИЕ ИЛИ ОХЛАЖД., ПРОЧИЕ"
0201205009,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ЗАДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ, СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРОЧИЕ"
02012090,ПРОЧИЕ ОТРУБА НЕОБВАЛЕННЫЕ КРУПНОГО РОГАТОГО СКОТА СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
0201209001,"ПРОЧИЕ ОТРУБА НЕОБВАЛЕННЫЕ КРУПНОГО РОГАТОГО СКОТА СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, В ПОРЯДКЕ, УКАЗАН. В ДОП.ПРИМЕЧ. 3 ТАМОЖ.СОЮЗА К ГРУППЕ 02, КР.ВКЛЮЧ.В ПОДСУБПОЗ. 0201209002 ИЛИ 0201209003"
0201209002,"ПРОЧИЕ ОТРУБА НЕОБВАЛЕННЫЕ КРУПНОГО РОГАТОГО СКОТА СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0201209003,"ПРОЧИЕ ОТРУБА НЕОБВАЛЕННЫЕ КРУПНОГО РОГАТОГО СКОТА СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ,  ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
0201209008,"ПРОЧИЕ ОТРУБА НЕОБВАЛЕННЫЕ КРУПНОГО РОГАТОГО СКОТА СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРОЧИЕ"
0201209009,"ПРОЧИЕ ОТРУБА НЕОБВАЛЕННЫЕ КРУПНОГО РОГАТОГО СКОТА СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ, ПРОЧИЕ"
020130,"МЯСО КРУПНОГО РОГАТОГО СКОТА СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ, ОБВАЛЕННОЕ"
02013000,"МЯСО КРУПНОГО РОГАТОГО СКОТА СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ, ОБВАЛЕННОЕ"
0201300004,"МЯСО КРУПН.РОГАТОГО СКОТА СВЕЖЕЕ ИЛИ ОХЛАЖД. ОБВАЛЕН., В ПОРЯДКЕ, УКАЗАННОМ В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ 3 ТАМОЖЕННОГО СОЮЗА К ГРУППЕ 02, КРОМЕ ВКЛЮЧЕННЫХ В ПОДСУБПОЗИЦИЮ 0201300005 ИЛИ 0201 30 000 6"
0201300005,"ГОВЯДИНА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ОБВАЛЕННАЯ,  СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0201300006,"МЯСО КРУПН.РОГАТОГО СКОТА СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ ОБВАЛЕННОЕ, ПРОЧЕЕ, ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА  12)"
0201300008,"ПРОЧЕЕ МЯСО КРУПНОГО РОГАТОГО СКОТА СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ ОБВАЛЕННОЕ, ПРОЧЕЕ"
0201300009,"МЯСО КРУПНОГО РОГАТОГО СКОТА СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ, ОБВАЛЕННОЕ,ПРОЧЕЕ"
0202,"МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ"
020210,ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕ
02021000,ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕ
0202100001,"ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕ,В ПОРЯДКЕ, УКАЗАННОМ В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ 1 ТАМОЖЕННОГО СОЮЗА К ГРУППЕ 02, КРОМЕ ВКЛЮЧЕННЫХ В ПОДСУБПОЗИЦИЮ 0202 10 000 2 ИЛИ 0202 10 000 3"
0202100002,"ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕ, ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0202100003,"ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕ, ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
0202100008,"ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕ, ПРОЧИЕ"
0202100009,"ТУШИ И ПОЛУТУШИ КРУПНОГО РОГАТОГО СКОТА МОРОЖЕНЫЕ, ПРОЧИЕ"
020220,"ПРОЧИЕ ОТРУБА КРУПНОГО РОГАТОГО СКОТА НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
02022010,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ МЯСА КРУПНОГО РОГАТОГО  СКОТА, МОРОЖЕНЫЕ,НЕОБВАЛЕННЫЕ"
0202201001,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ МЯСА КРУПНОГО РОГАТОГО  СКОТА, МОРОЖЕНЫЕ,  НЕОБВАЛЕННЫЕ,В ПОРЯДКЕ, УКАЗ.В ДОП.ПРИМЕЧА.1 ТАМОЖЕННОГО СОЮЗА К ГР. 02, КР.ВКЛЮЧЕ.В ПОДСУБПОЗ.0202 20 100 2 ИЛИ 0202 20 100 3"
0202201002,"ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ, ЗАМОРОЖЕННАЯ, НЕОБВАЛЕННАЯ"
0202201003,"ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12), ПРОЧИЕ, ЗАМОРОЖЕННЫЕ,  НЕОБВАЛЕННЫЕ"
0202201008,"ПРОЧИЕ ""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ МЯСА КРУПНОГО РОГАТОГО  СКОТА, МОРОЖЕНЫЕ,  НЕОБВАЛЕННЫЕ, ПРОЧИЕ"
0202201009,"""КОМПЕНСИРОВАННЫЕ"" ЧЕТВЕРТИНЫ МЯСА КРУПНОГО РОГАТОГО  СКОТА, МОРОЖЕНЫЕ,  НЕОБВАЛЕННЫЕ,ПРОЧИЕ"
02022030,"НЕОБВАЛЕННЫЕ, НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ"
0202203001,"НЕОБВАЛЕН., НЕРАЗДЕЛЕН.ИЛИ РАЗДЕЛЕН.ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТ.СКОТА, МОРОЖЕНЫЕ,В ПОРЯДКЕ, УКАЗ.В ДОПО.ПРИМЕЧ. 1 ТАМОЖЕННОГО СОЮЗА К ГР. 02, КР.ВКЛЮЧ.В  ПОДСУБПОЗ.0202203002 ИЛИ 0202203003"
0202203002,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ ГОВЯДИНЫ СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ , ЗАМОРОЖЕННЫЕ,  НЕОБВАЛЕННЫЕ"
0202203003,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ ВЫСОКОКАЧЕСТВЕННОЙ ГОВЯДИНЫ 12), ЗАМОРОЖЕННЫЕ,  НЕОБВАЛЕННЫЕ"
0202203008,"ПРОЧИЕ НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ЧЕТВЕРТИНЫ МЯСА КРУПНОГО РОГАТОГО  СКОТА, МОРОЖЕНЫЕ,  НЕОБВАЛЕННЫЕ, ПРОЧИЕ"
0202203009,"НЕОБВАЛЕННЫЕ, НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ,ПРОЧИЕ"
02022050,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ЗАДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ, НЕОБВАЛЕННЫЕ"
0202205001,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ, НЕОБВАЛЕННЫЕ,В ПОРЯДКЕ, УКАЗ.В ДОП.ПРИМЕЧ. 1 ТАМОЖЕННОГО СОЮЗА К ГР. 02, КР.ВКЛЮЧ.В ПОДСУБПОЗ.0202205002 ИЛИ 0202205003"
0202205002,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ, НЕОБВАЛЕННЫЕ, ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0202205003,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ, НЕОБВАЛЕННЫЕ,  ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
0202205008,"НЕРАЗДЕЛЕН. ИЛИ РАЗДЕЛЕН.ЗАДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ, НЕОБВАЛЕННЫЕ, ПРОЧИЕ"
0202205009,"НЕРАЗДЕЛЕННЫЕ ИЛИ РАЗДЕЛЕННЫЕ ЗАДНИЕ ЧЕТВЕРТИНЫ КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНЫЕ, НЕОБВАЛЕННЫЕ,ПРОЧИЕ"
02022090,"ПРОЧИЕ ОТРУБА КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
0202209001,"ПРОЧИЕ ОТРУБА КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ,В ПОРЯДКЕ, УКАЗ. В ДО.ПРИМЕЧ. 1 ТАМОЖЕННОГО СОЮЗА К ГРУППЕ 02, КРОМЕ ВКЛЮЧЕННЫХ В ПОДСУБПОЗИЦИЮ 0202 20 900 2 ИЛИ 0202 20 900 3"
0202209002,"ПРОЧИЕ ОТРУБА КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ, ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0202209003,"ПРОЧИЕ ОТРУБА КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ, ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12)"
0202209008,"ПРОЧИЕ ОТРУБА КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
0202209009,"ПРОЧИЕ ОТРУБА КРУПНОГО РОГАТОГО СКОТА, НЕОБВАЛЕННЫЕ, МОРОЖЕНЫЕ,ПРОЧИЕ"
020230,"ПРОЧИЕ ОТРУБА КРУПНОГО РОГАТОГО СКОТА, ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
02023010,"ОБВАЛЕННЫЕ ПЕРЕДНИЕ ЧЕТВЕРТИНЫ ЦЕЛЬНЫЕ ИЛИ РАЗРУБЛЕННЫЕ МАКСИМАЛЬНО НА 5 КУСКОВ,В ОДНОМ БЛОКЕ; КОМПЕНСИР.ЧЕТВЕРТИНЫ В ДВУХ БЛОКАХ,СОДЕРЖ.ОДИН-  ПЕРЕДНЮЮ ЧЕТВЕРТИНУ, ЦЕЛЬНУЮ ...А ДР.-ЗАДНЮЮ ЧЕТВЕРТ.,"
0202301004,"ОБВАЛЕН. ПЕРЕДНИЕ ЧЕТВЕРТИНЫ ЦЕЛЬНЫЕ ИЛИ РАЗРУБЛ.МАКС. НА 5 КУСКОВ,.., В ПОРЯДКЕ, УКАЗ. В ДОП. ПРИМЕЧ.1 ТАМОЖЕННОГО СОЮЗА К ГРУППЕ 02, КРОМЕ ВКЛЮЧЕННЫХ В ПОДСУБПОЗИЦИЮ 0202 30 100 5 ИЛИ 0202 30 100 6"
0202301005,"ГОВЯДИНА ОБВАЛЕННАЯ,  ПЕРЕД.ЧЕТВ-НЫ ЦЕЛЬНЫЕ ИЛИ РАЗРУБЛЕННЫЕ МАКС. НА 5 КУСКОВ,..., СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0202301006,"ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА ОБВАЛЕННАЯ,  ПЕРЕД.ЧЕТВ-НЫ ЦЕЛЬНЫЕ ИЛИ РАЗРУБЛЕННЫЕ МАКС. НА 5 КУСКОВ,..."
0202301008,"МЯСО ОБАЛЕННОЕ, ПРОЧЕЕ"
0202301009,"ПЕРЕДНИЕ ЧЕТВЕРТИНЫ,ЗАМОРОЖ.ЦЕЛЫЕ ИЛИ РАЗРУБЛ.МАКСИМАЛЬНО НА 5 КУСКОВ,КАЖДАЯ ЧЕТВЕРТИНА ПРЕДСТ.ДВУМЯ БЛОКАМИ:ОДИН СОДЕРЖИТ ПЕРЕДНЮЮ,ДРУГОЙ ЗАДНЮЮ ЧЕТВЕРТИНУ, ПРОЧИЕ"
02023050,"ОТРУБА, ЛОПАТКА И ШЕЙНО-ЛОПАТОЧНАЯ ЧАСТЬ И ГРУДИНКА, ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
0202305004,"ОТРУБА, ЛОПАТКА И ШЕЙНО-ЛОПАТОЧНАЯ ЧАСТЬ И ГРУДИНКА, ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ, В ПОРЯДКЕ, УКАЗ. В ДОП.ПРИМЕЧАНИИ 1 ТАМОЖЕННОГО СОЮЗА К ГРУППЕ 02,КРОМЕ ВКЛЮЧЕННЫХ В ПОДСУБПОЗ.0202305005 ИЛИ 0202305006"
0202305005,"ОТРУБА, ЛОПАТКА И ШЕЙНО-ЛОПАТОЧНАЯ ЧАСТЬ И ГРУДИНКА, ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ ГОВЯДИНЫ, СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0202305006,"ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12) ЛОПАТКИ, ШЕЙНО-ЛОПАТОЧНОЙ ЧАСТИ И ГРУДИНКИ"
0202305008,"ПРОЧИЕ ОТРУБА, ЛОПАТКА И ШЕЙНО-ЛОПАТОЧНАЯ ЧАСТЬ И ГРУДИНКА, ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ"
0202305009,"ЛОПАТКА И ШЕЙНО-ЛОПАТОЧНАЯ ЧАСТЬ И ГРУДИНКА, ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ,      ПРОЧИЕ"
02023090,"ПРОЧЕЕ ОБВАЛЕННОЕ МЯСО КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНОЕ"
0202309004,"ПРОЧ.ОБВАЛЕННОЕ МЯСО КРУПНОГО РОГАТОГО СКОТА, МОРОЖ., В ПОРЯДКЕ, УКАЗАННОМ В ДОПОЛНИТЕЛЬНОМ ПРИМЕЧАНИИ 1 ТАМОЖЕННОГО СОЮЗА К ГРУППЕ 02, КРОМЕ ВКЛЮЧЕННЫХ В ПОДСУБПОЗИЦИЮ 0202 30 900 5 ИЛИ 0202 30 900 6"
0202309005,"ПРОЧЕЕ ОБВАЛЕННОЕ МЯСО КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНОЕ; ГОВЯДИНА СТОИМОСТЬЮ НА УСЛОВИЯХ ФРАНКО-ГРАНИЦЫ СТРАНЫ ВВОЗА НЕ МЕНЕЕ 8000 ЕВРО ЗА 1000 КГ НЕТТО-МАССЫ"
0202309006,"ВЫСОКОКАЧЕСТВЕННАЯ ГОВЯДИНА 12), ПРОЧИЕ ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ,"
0202309008,"ОТРУБА, ЛОПАТКА И ШЕЙНО-ЛОПАТОЧНАЯ ЧАСТЬ И ГРУДИНКА, ОБВАЛЕННЫЕ, МОРОЖЕНЫЕ,  ПРОЧИЕ"
0202309009,"ПРОЧЕЕ ОБВАЛЕННОЕ МЯСО КРУПНОГО РОГАТОГО СКОТА,МОРОЖЕНОЕ,ПРОЧЕЕ"
0203,"СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ"
020311,ТУШИ И ПОЛУТУШИ СВИНЕЙ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
02031110,ТУШИ И ПОЛУТУШИ ДОМАШНИХ СВИНЕЙ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
0203111001,"ТУШИ И ПОЛУТУШИ ДОМАШНИХ СВИНЕЙ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ,ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМИ ОРГАНАМИ"
0203111009,ТУШИ И ПОЛУТУШИ ДОМАШНИХ СВИНЕЙ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ ПРОЧИЕ
02031190,ТУШИ ИЛИ ПОЛУТУШИ ПРОЧИХ СВИНЕЙ СВЕЖИЕ ИЛИ ОХЛАЖДЕННЫЕ
